#Acq. time (s)=	30
#Accumulations=	1
#Range (cm-¹)=	1050...3000 (30 s) 
#Windows=	6
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	High Sensitivity
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM
#Detector=	Syncerity
#Objective=	x50LWD
#Grating=	1800
#Filter=	25%
#Laser (nm)=	532
#Hole=	100
#E-Cal_Neon=	0
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-1678.85
#Spectral res.(cm-¹)=	1.9
#Full time(mm:ss)=	3:09
#AC=	Not calibrated
#Project=	
#Sample=	
#Site=	
#Title=	Spot 1 500K
#Remark=	
#Date=	19.02.2026 12:20
#Acquired=	19.02.2026 12:20:17
#Edit:Spike=	19.02.2026 12:21:55
#Edit:Spike=	19.02.2026 12:21:56
#Edit:Spike=	19.02.2026 12:23:52
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
1050.13	139
1050.59	97
1051.05	113
1051.51	135
1051.97	117
1052.44	103
1052.9	125
1053.36	87
1053.82	119
1054.28	141
1054.74	103
1055.2	153
1055.67	75
1056.13	123
1056.59	115
1057.05	123
1057.51	115
1057.97	101
1058.43	109
1058.89	129
1059.36	133
1059.82	59
1060.28	155
1060.74	73
1061.2	155
1061.66	105
1062.12	147
1062.58	139
1063.04	93
1063.5	119
1063.96	111
1064.43	123
1064.89	55
1065.35	161
1065.81	85
1066.27	161
1066.73	91
1067.19	131
1067.65	133
1068.11	101
1068.57	127
1069.03	121
1069.49	135
1069.95	107
1070.41	133
1070.87	101
1071.33	139
1071.79	121
1072.25	123
1072.71	149
1073.17	101
1073.63	123
1074.09	137
1074.55	119
1075.01	127
1075.47	101
1075.93	125
1076.39	127
1076.85	97
1077.31	133
1077.77	137
1078.23	123
1078.69	93
1079.15	141
1079.61	115
1080.07	165
1080.53	83
1080.99	125
1081.45	121
1081.91	105
1082.37	135
1082.83	101
1083.29	115
1083.75	103
1084.21	129
1084.66	93
1085.12	173
1085.58	69
1086.04	145
1086.5	121
1086.96	135
1087.42	137
1087.88	85
1088.34	147
1088.8	93
1089.25	145
1089.71	99
1090.17	157
1090.63	43
1091.09	153
